"census_tract","ZIP","federallyBackedLoans","FannieMaeOwned","GinnieMaeOwned","FreddieMacOwned","FarmerMacOwned"
"06013383000","94804",0.490245122561281,0.572448979591837,0.0448979591836735,0.38265306122449,0
"06013383000","94530",0.490245122561281,0.572448979591837,0.0448979591836735,0.38265306122449,0
"06001409400","94624",0.455845248107653,0.468634686346863,0.256457564575646,0.274907749077491,0
"06001409400","94603",0.455845248107653,0.468634686346863,0.256457564575646,0.274907749077491,0
"06001409400","94621",0.455845248107653,0.468634686346863,0.256457564575646,0.274907749077491,0
"06065043244","92563",0.565796210957501,0.395022624434389,0.373755656108597,0.231221719457014,0
"06065043244","92591",0.565796210957501,0.395022624434389,0.373755656108597,0.231221719457014,0
"06001403600","94610",0.390835579514825,0.618390804597701,0.0413793103448276,0.340229885057471,0
"06005000101","95689",0.583854462762934,0.469328140214216,0.263875365141188,0.266796494644596,0
"06005000101","95666",0.583854462762934,0.469328140214216,0.263875365141188,0.266796494644596,0
"06065043252","92592",0.54112744022812,0.348601540332387,0.434130522902311,0.217267936765302,0
"06071010016","92345",0.449843260188088,0.369337979094077,0.436701509872242,0.193960511033682,0
"06013327000","94524",0.438983756768013,0.513282732447818,0.205882352941176,0.280834914611006,0
"06013327000","94523",0.438983756768013,0.513282732447818,0.205882352941176,0.280834914611006,0
"06013327000","94553",0.438983756768013,0.513282732447818,0.205882352941176,0.280834914611006,0
"06013327000","94520",0.438983756768013,0.513282732447818,0.205882352941176,0.280834914611006,0
"06067005702","95864",0.40236148955495,0.569601203912716,0.0714823175319789,0.358916478555305,0
"06065043508","92544",0.47152226441146,0.346266471449488,0.438506588579795,0.215226939970717,0
"06065043508","92543",0.47152226441146,0.346266471449488,0.438506588579795,0.215226939970717,0
"06065043508","92583",0.47152226441146,0.346266471449488,0.438506588579795,0.215226939970717,0
"06065042207","92506",0.486267166042447,0.518613607188703,0.0949935815147625,0.385109114249037,0.00128369704749679
"06065042207","92507",0.486267166042447,0.518613607188703,0.0949935815147625,0.385109114249037,0.00128369704749679
"06073003103","92114",0.489988221436985,0.331730769230769,0.493589743589744,0.173878205128205,0.000801282051282051
"06065042624","92555",0.541481950601647,0.346198830409357,0.425730994152047,0.228070175438596,0
"06007000402","95976",0.583296895496283,0.466266866566717,0.122938530734633,0.410794602698651,0
"06007000402","95926",0.583296895496283,0.466266866566717,0.122938530734633,0.410794602698651,0
"06007000402","95973",0.583296895496283,0.466266866566717,0.122938530734633,0.410794602698651,0
"06013340002","94597",0.410164368033251,0.635651773376324,0.0488254260709351,0.315522800552741,0
"06013340002","94549",0.410164368033251,0.635651773376324,0.0488254260709351,0.315522800552741,0
"06065043266","92591",0.614705882352941,0.379585326953748,0.389154704944179,0.231259968102073,0
"06071011300","92315",0.504485488126649,0.536610878661088,0.135983263598326,0.327405857740586,0
"06071011300","92314",0.504485488126649,0.536610878661088,0.135983263598326,0.327405857740586,0
"06071011300","92333",0.504485488126649,0.536610878661088,0.135983263598326,0.327405857740586,0
"06059052418","92618",0.42960687960688,0.669144981412639,0.046897340577638,0.283957678009723,0
"06059052418","92620",0.42960687960688,0.669144981412639,0.046897340577638,0.283957678009723,0
"06067005701","95825",0.439554612937434,0.530759951749095,0.138721351025332,0.330518697225573,0
"06067005701","95821",0.439554612937434,0.530759951749095,0.138721351025332,0.330518697225573,0
"06067005701","95864",0.439554612937434,0.530759951749095,0.138721351025332,0.330518697225573,0
"06065042715","92532",0.483910477675092,0.368614818223654,0.432581684307409,0.198803497468937,0
"06065042715","92587",0.483910477675092,0.368614818223654,0.432581684307409,0.198803497468937,0
"06065042715","92530",0.483910477675092,0.368614818223654,0.432581684307409,0.198803497468937,0
"06065042715","92570",0.483910477675092,0.368614818223654,0.432581684307409,0.198803497468937,0
"06065043211","92563",0.522360815333131,0.37914967967385,0.375655212580082,0.245195107746069,0
"06065042618","92571",0.534800713860797,0.363737486095662,0.46496106785317,0.171301446051168,0
"06071009112","92301",0.467702620353443,0.278827361563518,0.577198697068404,0.143973941368078,0
"06071009112","92392",0.467702620353443,0.278827361563518,0.577198697068404,0.143973941368078,0
"06013302006","94561",0.569054441260745,0.469284994964753,0.27190332326284,0.258811681772407,0
"06067006003","95821",0.45771144278607,0.489130434782609,0.25,0.260869565217391,0
"06065043504","92545",0.454341736694678,0.358199753390875,0.476572133168927,0.165228113440197,0
"06065043504","92582",0.454341736694678,0.358199753390875,0.476572133168927,0.165228113440197,0
"06007000601","95926",0.55083179297597,0.467561521252796,0.109619686800895,0.422818791946309,0
"06065042729","92586",0.568467629250116,0.376894715280623,0.396149119213437,0.22695616550594,0
"06065042729","92584",0.568467629250116,0.376894715280623,0.396149119213437,0.22695616550594,0
"06065042729","92585",0.568467629250116,0.376894715280623,0.396149119213437,0.22695616550594,0
"06067003400","95822",0.470558375634518,0.518878101402373,0.154261057173679,0.326860841423948,0
"06067003400","95831",0.470558375634518,0.518878101402373,0.154261057173679,0.326860841423948,0
"06059021820","92886",0.468434343434343,0.600179694519317,0.0889487870619946,0.310871518418688,0
"06059021820","92870",0.468434343434343,0.600179694519317,0.0889487870619946,0.310871518418688,0
"06071002022","91739",0.350463954318344,0.552953156822811,0.123727087576375,0.323319755600815,0
"06007003100","95966",0.520093185789167,0.366181410974244,0.318029115341545,0.315789473684211,0
"06071002029","91737",0.55742935278031,0.524938675388389,0.143090760425184,0.331970564186427,0
"06071002029","91701",0.55742935278031,0.524938675388389,0.143090760425184,0.331970564186427,0
"06065042738","92584",0.582798459563543,0.303083700440529,0.514096916299559,0.182819383259912,0
"06001403300","94607",0.45958795562599,0.675862068965517,0.0172413793103448,0.306896551724138,0
"06001403300","94606",0.45958795562599,0.675862068965517,0.0172413793103448,0.306896551724138,0
"06013345108","94582",0.458836006893809,0.630742559953771,0.0479630164692285,0.321294423577001,0
"06013345108","94583",0.458836006893809,0.630742559953771,0.0479630164692285,0.321294423577001,0
"06067006002","95860",0.488290398126464,0.513189448441247,0.178657074340528,0.308153477218225,0
"06067006002","95821",0.488290398126464,0.513189448441247,0.178657074340528,0.308153477218225,0
"06065042621","92555",0.543910722950024,0.338983050847458,0.43978590544157,0.221231043710972,0
"06065042621","92553",0.543910722950024,0.338983050847458,0.43978590544157,0.221231043710972,0
"06059042326","92677",0.468687674511368,0.568510638297872,0.106382978723404,0.325106382978723,0
"06067005606","95864",0.422198041349293,0.516752577319588,0.188144329896907,0.295103092783505,0
"06067005606","95825",0.422198041349293,0.516752577319588,0.188144329896907,0.295103092783505,0
"06001410200","94605",0.435967302452316,0.470833333333333,0.241666666666667,0.2875,0
"06001410200","94603",0.435967302452316,0.470833333333333,0.241666666666667,0.2875,0
"06065043272","92595",0.355490113588557,0.436686390532544,0.260355029585799,0.302958579881657,0
"06065043272","92028",0.355490113588557,0.436686390532544,0.260355029585799,0.302958579881657,0
"06065043272","92562",0.355490113588557,0.436686390532544,0.260355029585799,0.302958579881657,0
"06037920334","91385",0.472882388787325,0.555412371134021,0.116623711340206,0.327963917525773,0
"06037920334","91321",0.472882388787325,0.555412371134021,0.116623711340206,0.327963917525773,0
"06037920334","91355",0.472882388787325,0.555412371134021,0.116623711340206,0.327963917525773,0
"06065042726","92585",0.526172529313233,0.286908077994429,0.536808595304417,0.175885395941106,0.000397930760047752
"06065042726","92584",0.526172529313233,0.286908077994429,0.536808595304417,0.175885395941106,0.000397930760047752
"06065042726","92596",0.526172529313233,0.286908077994429,0.536808595304417,0.175885395941106,0.000397930760047752
"06085512039","95111",0.501492537313433,0.605654761904762,0.0833333333333333,0.311011904761905,0
"06085512039","95138",0.501492537313433,0.605654761904762,0.0833333333333333,0.311011904761905,0
"06065043267","92591",0.571680790960452,0.451513279802347,0.269302038295244,0.279184681902409,0
"06065043267","92592",0.571680790960452,0.451513279802347,0.269302038295244,0.279184681902409,0
"06071010017","92344",0.457701421800948,0.386228319958581,0.388299249288118,0.225472430753301,0
"06071010017","92345",0.457701421800948,0.386228319958581,0.388299249288118,0.225472430753301,0
"06001409100","94603",0.427586206896552,0.532258064516129,0.258064516129032,0.209677419354839,0
"06001441524","94555",0.443361753958587,0.616758241758242,0.0164835164835165,0.366758241758242,0
"06013341000","94595",0.395233673785206,0.628034455755677,0.0407204385277995,0.331245105716523,0
"06013341000","94549",0.395233673785206,0.628034455755677,0.0407204385277995,0.331245105716523,0
"06013341000","94596",0.395233673785206,0.628034455755677,0.0407204385277995,0.331245105716523,0
"06065042620","92551",0.557572743098732,0.317127564674398,0.49821587867975,0.184656556645852,0
"06065042620","92571",0.557572743098732,0.317127564674398,0.49821587867975,0.184656556645852,0
"06065042620","92599",0.557572743098732,0.317127564674398,0.49821587867975,0.184656556645852,0
"06067003300","95822",0.458639705882353,0.56312625250501,0.0801603206412826,0.356713426853707,0
"06087110300","95076",0.497797356828194,0.672566371681416,0.132743362831858,0.194690265486726,0
"06087110300","95077",0.497797356828194,0.672566371681416,0.132743362831858,0.194690265486726,0
"06001409000","94621",0.442586399108138,0.544080604534005,0.188916876574307,0.267002518891688,0
"06001409000","94603",0.442586399108138,0.544080604534005,0.188916876574307,0.267002518891688,0
"06001409000","94614",0.442586399108138,0.544080604534005,0.188916876574307,0.267002518891688,0
"06001409000","94577",0.442586399108138,0.544080604534005,0.188916876574307,0.267002518891688,0
"06019004001","93630",0.500288517022504,0.393310265282584,0.359861591695502,0.246828143021915,0
"06067005904","95608",0.550185873605948,0.537162162162162,0.184684684684685,0.278153153153153,0
"06067005904","95821",0.550185873605948,0.537162162162162,0.184684684684685,0.278153153153153,0
"06065042506","92553",0.476712328767123,0.411877394636015,0.3227969348659,0.265325670498084,0
"06001403000","94612",0.591935483870968,0.643051771117166,0.0245231607629428,0.332425068119891,0
"06001403000","94607",0.591935483870968,0.643051771117166,0.0245231607629428,0.332425068119891,0
"06001403000","94606",0.591935483870968,0.643051771117166,0.0245231607629428,0.332425068119891,0
"06001451703","94550",0.461538461538462,0.594890510948905,0.0790754257907543,0.326034063260341,0
"06071009906","92392",0.51500600240096,0.307692307692308,0.473193473193473,0.219114219114219,0
"06065043256","92592",0.589853300733496,0.35440414507772,0.449740932642487,0.195854922279793,0
"06073002902","91942",0.514121981170692,0.496815286624204,0.191082802547771,0.312101910828025,0
"06073002902","92175",0.514121981170692,0.496815286624204,0.191082802547771,0.312101910828025,0
"06073002902","92115",0.514121981170692,0.496815286624204,0.191082802547771,0.312101910828025,0
"06085504322","95161",0.515070328198258,0.70481144343303,0.00650195058517555,0.288686605981795,0
"06085504322","95131",0.515070328198258,0.70481144343303,0.00650195058517555,0.288686605981795,0
"06085504322","95101",0.515070328198258,0.70481144343303,0.00650195058517555,0.288686605981795,0
"06001410100","94603",0.441176470588235,0.526315789473684,0.198245614035088,0.275438596491228,0
"06001410100","94605",0.441176470588235,0.526315789473684,0.198245614035088,0.275438596491228,0
"06065043009","92530",0.540008041817451,0.329858525688757,0.459419210722264,0.21072226358898,0
"06019005409","93710",0.499036608863198,0.444015444015444,0.347490347490348,0.208494208494208,0
"06065042714","92587",0.483093829247675,0.450568678915136,0.279965004374453,0.269466316710411,0
"06067005605","95825",0.4762348555452,0.49706457925636,0.219178082191781,0.283757338551859,0
"06067005605","95864",0.4762348555452,0.49706457925636,0.219178082191781,0.283757338551859,0
"06065043003","92530",0.462386511024643,0.420757363253857,0.384291725105189,0.194950911640954,0
"06001402800","94612",0.318095238095238,0.610778443113772,0.0239520958083832,0.365269461077844,0
"06099003001","95326",0.554060787244644,0.43705035971223,0.289568345323741,0.273381294964029,0
"06099003001","95351",0.554060787244644,0.43705035971223,0.289568345323741,0.273381294964029,0
"06099003001","95307",0.554060787244644,0.43705035971223,0.289568345323741,0.273381294964029,0
"06065042724","92584",0.576208178438662,0.320967741935484,0.512096774193548,0.166935483870968,0
"06067003204","95824",0.503787878787879,0.473684210526316,0.230576441102757,0.295739348370927,0
"06067003204","95820",0.503787878787879,0.473684210526316,0.230576441102757,0.295739348370927,0
"06111004200","93033",0.504785894206549,0.388223552894212,0.367265469061876,0.244510978043912,0
"06111004200","93041",0.504785894206549,0.388223552894212,0.367265469061876,0.244510978043912,0
"06013313204","94521",0.552039381153305,0.450955414012739,0.231847133757962,0.317197452229299,0
"06013313204","94565",0.552039381153305,0.450955414012739,0.231847133757962,0.317197452229299,0
"06065043274","92584",0.585903083700441,0.378446115288221,0.403508771929825,0.218045112781955,0
"06065043274","92595",0.585903083700441,0.378446115288221,0.403508771929825,0.218045112781955,0
"06065043274","92532",0.585903083700441,0.378446115288221,0.403508771929825,0.218045112781955,0
"06067003203","95824",0.509523809523809,0.490654205607477,0.219626168224299,0.289719626168224,0
"06067008005","95628",0.491676942046856,0.534796238244514,0.129153605015674,0.336050156739812,0
"06001408900","94621",0.436708860759494,0.463768115942029,0.210144927536232,0.326086956521739,0
"06065043507","92583",0.402725208175625,0.276315789473684,0.56390977443609,0.159774436090226,0
"06065043507","92582",0.402725208175625,0.276315789473684,0.56390977443609,0.159774436090226,0
"06065043507","92543",0.402725208175625,0.276315789473684,0.56390977443609,0.159774436090226,0
"06001410000","94605",0.436135371179039,0.565707133917397,0.0926157697121402,0.341677096370463,0
"06001402200","94615",0.385694249649369,0.530909090909091,0.127272727272727,0.341818181818182,0
"06001402200","94607",0.385694249649369,0.530909090909091,0.127272727272727,0.341818181818182,0
"06001402200","94623",0.385694249649369,0.530909090909091,0.127272727272727,0.341818181818182,0
"06065042217","92506",0.566009104704097,0.511170688114388,0.133154602323503,0.355674709562109,0
"06065042217","92507",0.566009104704097,0.511170688114388,0.133154602323503,0.355674709562109,0
"06065042217","92508",0.566009104704097,0.511170688114388,0.133154602323503,0.355674709562109,0
"06067003202","95820",0.456521739130435,0.472222222222222,0.265873015873016,0.261904761904762,0
"06067003202","95824",0.456521739130435,0.472222222222222,0.265873015873016,0.261904761904762,0
"06065041201","92513",0.441402908468777,0.461240310077519,0.331395348837209,0.207364341085271,0
"06065041201","92503",0.441402908468777,0.461240310077519,0.331395348837209,0.207364341085271,0
"06067005601","95866",0.489000628535512,0.488431876606684,0.205655526992288,0.305912596401028,0
"06067005601","95865",0.489000628535512,0.488431876606684,0.205655526992288,0.305912596401028,0
"06067005601","95825",0.489000628535512,0.488431876606684,0.205655526992288,0.305912596401028,0
"06067005601","95821",0.489000628535512,0.488431876606684,0.205655526992288,0.305912596401028,0
"06065042213","92507",0.531767955801105,0.531168831168831,0.158441558441558,0.31038961038961,0
"06021010100","95963",0.514331210191083,0.370743034055728,0.315015479876161,0.314241486068111,0
"06039000507","93638",0.431122448979592,0.398422090729783,0.35568704799474,0.245890861275477,0
"06039000507","93637",0.431122448979592,0.398422090729783,0.35568704799474,0.245890861275477,0
"06039000507","93636",0.431122448979592,0.398422090729783,0.35568704799474,0.245890861275477,0
"06067005903","95608",0.50561797752809,0.444444444444444,0.272222222222222,0.283333333333333,0
"06065042744","92582",0.579128440366973,0.352475247524752,0.433663366336634,0.213861386138614,0
"06065042744","92567",0.579128440366973,0.352475247524752,0.433663366336634,0.213861386138614,0
"06071009708","92307",0.426353336130927,0.387795275590551,0.376968503937008,0.235236220472441,0
"06071009708","92308",0.426353336130927,0.387795275590551,0.376968503937008,0.235236220472441,0
"06071009708","92356",0.426353336130927,0.387795275590551,0.376968503937008,0.235236220472441,0
"06039000106","93614",0.571170356981473,0.412974683544304,0.33623417721519,0.250791139240506,0
"06039000106","93636",0.571170356981473,0.412974683544304,0.33623417721519,0.250791139240506,0
"06065042706","92571",0.458561518802483,0.384554140127389,0.40843949044586,0.207006369426752,0
"06013369002","94803",0.469623915139826,0.5564681724846,0.13347022587269,0.31006160164271,0
"06013369002","94805",0.469623915139826,0.5564681724846,0.13347022587269,0.31006160164271,0
"06013369002","94806",0.469623915139826,0.5564681724846,0.13347022587269,0.31006160164271,0
"06085506401","95128",0.391776127926899,0.631195335276968,0.0262390670553936,0.342565597667638,0
"06001408800","94621",0.427738927738928,0.482288828337875,0.231607629427793,0.286103542234332,0
"06001401800","94607",0.289703315881326,0.560240963855422,0.186746987951807,0.253012048192771,0
"06067008508","95630",0.567630057803468,0.587067209775967,0.0987780040733198,0.314154786150713,0
"06071009107","92397",0.459352280237938,0.387769784172662,0.397122302158273,0.215107913669065,0
"06071009107","92371",0.459352280237938,0.387769784172662,0.397122302158273,0.215107913669065,0
"06071009107","92372",0.459352280237938,0.387769784172662,0.397122302158273,0.215107913669065,0
"06065031402","92506",0.4544080604534,0.407982261640798,0.319290465631929,0.272727272727273,0
"06065031402","92514",0.4544080604534,0.407982261640798,0.319290465631929,0.272727272727273,0
"06065031402","92504",0.4544080604534,0.407982261640798,0.319290465631929,0.272727272727273,0
"06001437600","94544",0.521933751119069,0.509433962264151,0.176672384219554,0.313893653516295,0
"06065042719","92571",0.485294117647059,0.341597796143251,0.431129476584022,0.227272727272727,0
"06065042719","92585",0.485294117647059,0.341597796143251,0.431129476584022,0.227272727272727,0
"06065042719","92570",0.485294117647059,0.341597796143251,0.431129476584022,0.227272727272727,0
"06065042719","92567",0.485294117647059,0.341597796143251,0.431129476584022,0.227272727272727,0
"06067003102","95820",0.481189851268591,0.481818181818182,0.241818181818182,0.276363636363636,0
"06065043823","92320",0.56423372024395,0.319735006973501,0.475592747559275,0.204672245467225,0
"06065043823","92373",0.56423372024395,0.319735006973501,0.475592747559275,0.204672245467225,0
"06065043823","92223",0.56423372024395,0.319735006973501,0.475592747559275,0.204672245467225,0
"06001408700","94605",0.426191577973161,0.501628664495114,0.217155266015201,0.281216069489685,0
"06001408700","94621",0.426191577973161,0.501628664495114,0.217155266015201,0.281216069489685,0
"06067005901","95841",0.491420727522306,0.541899441340782,0.145251396648045,0.312849162011173,0
"06067005901","95821",0.491420727522306,0.541899441340782,0.145251396648045,0.312849162011173,0
"06067005901","95608",0.491420727522306,0.541899441340782,0.145251396648045,0.312849162011173,0
"06065042404","92557",0.448424068767908,0.373801916932907,0.389776357827476,0.236421725239617,0
"06013345103","94583",0.468597795437067,0.62582056892779,0.0366520787746171,0.336980306345733,0.000547045951859956
"06013345103","94582",0.468597795437067,0.62582056892779,0.0366520787746171,0.336980306345733,0.000547045951859956
"06017030706","95762",0.434769135419895,0.510334996436208,0.176051318602994,0.312900926585887,0.000712758374910905
"06067004012","95831",0.492508143322476,0.556878306878307,0.10978835978836,0.333333333333333,0
"06067005510","95825",0.466809421841542,0.559633027522936,0.0871559633027523,0.353211009174312,0
"06065042711","92586",0.516100702576112,0.369824163357913,0.403289846851957,0.22688598979013,0
"06011000300","95912",0.550488599348534,0.402366863905325,0.317159763313609,0.280473372781065,0
"06011000300","95987",0.550488599348534,0.402366863905325,0.317159763313609,0.280473372781065,0
"06011000300","95979",0.550488599348534,0.402366863905325,0.317159763313609,0.280473372781065,0
"06001401700","94608",0.380094786729858,0.597256857855362,0.115960099750623,0.285536159600997,0.00124688279301746
"06001401700","94607",0.380094786729858,0.597256857855362,0.115960099750623,0.285536159600997,0.00124688279301746
"06071000113","91710",0.503414264036419,0.541823662396383,0.138658628485305,0.319517709118312,0
"06071000113","91709",0.503414264036419,0.541823662396383,0.138658628485305,0.319517709118312,0
"06001409900","94605",0.417998317914214,0.569416498993964,0.107645875251509,0.322937625754527,0
"06103000100","96063",0.558615263571991,0.438028169014085,0.22112676056338,0.340845070422535,0
"06103000100","96080",0.558615263571991,0.438028169014085,0.22112676056338,0.340845070422535,0
"06103000100","96007",0.558615263571991,0.438028169014085,0.22112676056338,0.340845070422535,0
"06103000100","96059",0.558615263571991,0.438028169014085,0.22112676056338,0.340845070422535,0
"06103000100","96075",0.558615263571991,0.438028169014085,0.22112676056338,0.340845070422535,0
"06103000100","96061",0.558615263571991,0.438028169014085,0.22112676056338,0.340845070422535,0
"06103000100","96055",0.558615263571991,0.438028169014085,0.22112676056338,0.340845070422535,0
"06103000100","95973",0.558615263571991,0.438028169014085,0.22112676056338,0.340845070422535,0
"06065043227","92595",0.585812356979405,0.375,0.405598958333333,0.219401041666667,0
"06065043227","92562",0.585812356979405,0.375,0.405598958333333,0.219401041666667,0
"06001401500","94608",0.399581589958159,0.581151832460733,0.0890052356020942,0.329842931937173,0
"06005000200","95699",0.492740871095469,0.517857142857143,0.160714285714286,0.321428571428571,0
"06005000200","95601",0.492740871095469,0.517857142857143,0.160714285714286,0.321428571428571,0
"06005000200","95640",0.492740871095469,0.517857142857143,0.160714285714286,0.321428571428571,0
"06005000200","95675",0.492740871095469,0.517857142857143,0.160714285714286,0.321428571428571,0
"06005000200","95669",0.492740871095469,0.517857142857143,0.160714285714286,0.321428571428571,0
"06005000200","95685",0.492740871095469,0.517857142857143,0.160714285714286,0.321428571428571,0
"06005000200","95629",0.492740871095469,0.517857142857143,0.160714285714286,0.321428571428571,0
"06005000200","95689",0.492740871095469,0.517857142857143,0.160714285714286,0.321428571428571,0
"06005000200","95666",0.492740871095469,0.517857142857143,0.160714285714286,0.321428571428571,0
"06067003000","95820",0.4734375,0.501650165016502,0.20990099009901,0.288448844884488,0
"06067008510","95630",0.496332518337408,0.513136288998358,0.142036124794745,0.344827586206897,0
"06071009911","92392",0.514227642276423,0.361660079051383,0.41897233201581,0.219367588932806,0
"06071009911","92395",0.514227642276423,0.361660079051383,0.41897233201581,0.219367588932806,0
"06001436100","94541",0.540726202158979,0.575317604355717,0.117059891107078,0.307622504537205,0
"06001436100","94580",0.540726202158979,0.575317604355717,0.117059891107078,0.307622504537205,0
"06067005508","95825",0.514680483592401,0.592281879194631,0.0604026845637584,0.347315436241611,0
"06065043306","92543",0.434762773722628,0.374606505771249,0.448058761804827,0.177334732423924,0
"06065043306","92545",0.434762773722628,0.374606505771249,0.448058761804827,0.177334732423924,0
"06013303202","94513",0.559738503155996,0.46757954087797,0.254933548127265,0.277486910994764,0
"06065043257","92536",0.496846723334247,0.441501103752759,0.302980132450331,0.255518763796909,0
"06065043257","92592",0.496846723334247,0.441501103752759,0.302980132450331,0.255518763796909,0
"06059052422","92610",0.370644344948413,0.53781512605042,0.131827731092437,0.330357142857143,0
"06059052422","92630",0.370644344948413,0.53781512605042,0.131827731092437,0.330357142857143,0
"06065043265","92592",0.575694855115316,0.414483821263482,0.323061119671289,0.261941448382126,0.000513610683102209
"06013392000","94708",0.440203562340967,0.658959537572254,0.0115606936416185,0.329479768786127,0
